id,authors,description,number,rubygem_id,built_at,updated_at,summary,platform,created_at,indexed,prerelease,position,latest,full_name,licenses,size,requirements,required_ruby_version,sha256,metadata,required_rubygems_version,yanked_at,info_checksum,yanked_info_checksum,pusher_id,canonical_number,cert_chain,pusher_api_key_id,gem_platform,gem_full_name,spec_sha256
1850010,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service CSIP.",3.0.1006,212408,2025-02-25 00:00:00,2025-02-25 20:54:40.101177,Tencent Cloud SDK for Ruby - CSIP,ruby,2025-02-25 20:54:33.851717,t,f,4,f,tencentcloud-sdk-csip-3.0.1006,"---
- Apache-2.0
",61440,"--- []
",>= 0,bFsSlQdhKC2yamN+lUJBsVB8WBkYw4QF4idQWWhIZ+E=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-csip""",>= 0,,4956e9f3be6c6c192ef7b7f249d4cce0,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-csip-3.0.1006,OxoJVQrGVG8wkOrmbzWUWeXGvZ4mEI4YZklHl98wRLw=
1850011,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service BA.",3.0.1006,203789,2025-02-25 00:00:00,2025-02-25 20:54:43.500355,Tencent Cloud SDK for Ruby - BA,ruby,2025-02-25 20:54:41.854966,t,f,4,f,tencentcloud-sdk-ba-3.0.1006,"---
- Apache-2.0
",7168,"--- []
",>= 0,XpaJ8ujCeWp+FGF1G6aDmCgo1/rKgMgLV+HxkEPpSSw=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ba""",>= 0,,7f36f1723cff7a209b5ebec5746ece95,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ba-3.0.1006,uKxDhWDErdow02yPZ2DcJCsYc7EnFzIy+wiK5FyoKJ0=
1850012,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service CAR.",3.0.1006,206471,2025-02-25 00:00:00,2025-02-25 20:54:46.568173,Tencent Cloud SDK for Ruby - CAR,ruby,2025-02-25 20:54:45.015761,t,f,4,f,tencentcloud-sdk-car-3.0.1006,"---
- Apache-2.0
",8192,"--- []
",>= 0,DDvtuYHfUDXE7olN6BH/aAMq21k6ePzRRJbZKE4QO00=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-car""",>= 0,,fba821d73f04307010785b877bc9d778,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-car-3.0.1006,+Bm5M5DrW1mPOM+SrJy9yMDGbgdPQJvRd1RIkjwQM6E=
1850013,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service DLC.",3.0.1006,203851,2025-02-25 00:00:00,2025-02-25 20:54:50.701354,Tencent Cloud SDK for Ruby - DLC,ruby,2025-02-25 20:54:48.733103,t,f,4,f,tencentcloud-sdk-dlc-3.0.1006,"---
- Apache-2.0
",101888,"--- []
",>= 0,bxcQH4yLVQ6VCZ0UFiqTUc9/cDEd1nama1mKYP72Gxk=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-dlc""",>= 0,,69b871c623e56fe4df24bb2df0b13de1,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-dlc-3.0.1006,rqjBvgPuQcogv798CiIAPe/5PlYysRlM80cUx7/WKcY=
1850014,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service RCE.",3.0.1006,203730,2025-02-25 00:00:00,2025-02-25 20:54:53.583945,Tencent Cloud SDK for Ruby - RCE,ruby,2025-02-25 20:54:52.489267,t,f,4,f,tencentcloud-sdk-rce-3.0.1006,"---
- Apache-2.0
",17920,"--- []
",>= 0,oKQz45UjuYjlQCJHoPV0xq8LsGs0YL0+5HqnyewsGKA=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-rce""",>= 0,,210facbdc7790506baf8d6b0b71b3ba1,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-rce-3.0.1006,UAnq6xZJEHaFouVo25F1RbmibekPcVMKtd0whf9DE0A=
1850015,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service MGOBE.",3.0.1006,203837,2025-02-25 00:00:00,2025-02-25 20:54:56.111685,Tencent Cloud SDK for Ruby - MGOBE,ruby,2025-02-25 20:54:55.147246,t,f,4,f,tencentcloud-sdk-mgobe-3.0.1006,"---
- Apache-2.0
",9216,"--- []
",>= 0,/d5Z47ri853fIKxJISp5YIilDJui58UOLlqaqRKT4hM=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-mgobe""",>= 0,,0a42ead5f9442279fa59260b68ae1984,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-mgobe-3.0.1006,rVe7lhFcTDromkLEv+NjmZeg3ugwOwZ1vKcHC9Tkc/Y=
1850016,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service MS.",3.0.1006,203715,2025-02-25 00:00:00,2025-02-25 20:54:58.683258,Tencent Cloud SDK for Ruby - MS,ruby,2025-02-25 20:54:57.804983,t,f,4,f,tencentcloud-sdk-ms-3.0.1006,"---
- Apache-2.0
",28672,"--- []
",>= 0,aSmB+G2SmHIlZ2aMiqZi+4SR0gMdc3QWiz6REMcdjaY=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ms""",>= 0,,f9382fcbc2b0242a0606752f850bb7a2,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ms-3.0.1006,0cFWkH3iCbfl98hk18yRzxuEjTIwdGk1lPF4OPr1JEU=
1850017,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service MNA.",3.0.1006,203852,2025-02-25 00:00:00,2025-02-25 20:55:01.975303,Tencent Cloud SDK for Ruby - MNA,ruby,2025-02-25 20:55:00.53007,t,f,4,f,tencentcloud-sdk-mna-3.0.1006,"---
- Apache-2.0
",25600,"--- []
",>= 0,OFGKCLRnT19MqNxoUvr1WYhvqU5aK+yZg7UHgjKHAGA=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-mna""",>= 0,,182b43e99633beb05cebed9f84aeefbc,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-mna-3.0.1006,lsqe67Del6Ui96cgBQFZovP8Lm0el99FXLaXk1gQnGM=
1850018,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service ECM.",3.0.1006,203788,2025-02-25 00:00:00,2025-02-25 20:55:04.607874,Tencent Cloud SDK for Ruby - ECM,ruby,2025-02-25 20:55:03.779204,t,f,4,f,tencentcloud-sdk-ecm-3.0.1006,"---
- Apache-2.0
",92672,"--- []
",>= 0,gtAnrtFywcCyuf6CKVc9b4AGZC2Xjbsd5AlHAKjRz0o=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ecm""",>= 0,,c51436134c5a0c3e6f812d52c3e8f9b0,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ecm-3.0.1006,/9kgVT1XDwB3Q6Lpg/Q+cSvaP4MQfYZUJDrKXzwDyMs=
1850019,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service TSI.",3.0.1006,230737,2025-02-25 00:00:00,2025-02-25 20:55:06.760205,Tencent Cloud SDK for Ruby - TSI,ruby,2025-02-25 20:55:06.149054,t,f,4,f,tencentcloud-sdk-tsi-3.0.1006,"---
- Apache-2.0
",8704,"--- []
",>= 0,G0mbfPnw0Ox5k7CIDdwgHc5qasEbFuzlWKjcg1uFoK4=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-tsi""",>= 0,,83aa6a6514f6a9b0b6ebf30102a573ed,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-tsi-3.0.1006,vUR8Qmcxi9pA15vGGraRMwJbAys8IrNJ78i4erKGb34=
1850020,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service ECC.",3.0.1006,203705,2025-02-25 00:00:00,2025-02-25 20:55:09.14775,Tencent Cloud SDK for Ruby - ECC,ruby,2025-02-25 20:55:08.319474,t,f,4,f,tencentcloud-sdk-ecc-3.0.1006,"---
- Apache-2.0
",9728,"--- []
",>= 0,x+swURpNvgialaLk0NoR2EH+T8IWbLy9SKKrvy8uU4g=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ecc""",>= 0,,69d98e145d0a86b0c03ae22a343174d0,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ecc-3.0.1006,UUsNQyysdByXRmOeJ2SyJlGXds7EKWCO5ZgEWAJal6M=
1850021,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service DOMAIN.",3.0.1006,203782,2025-02-25 00:00:00,2025-02-25 20:55:15.338779,Tencent Cloud SDK for Ruby - DOMAIN,ruby,2025-02-25 20:55:11.198477,t,f,4,f,tencentcloud-sdk-domain-3.0.1006,"---
- Apache-2.0
",30720,"--- []
",>= 0,IvdvkffnRBJlVeJ5ChIroR3rOxT+7EowVb6J0gWLZsE=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-domain""",>= 0,,a90ed761af2b901fc020acd3d7a85206,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-domain-3.0.1006,FUh/iD+MnCVFGuvRVb4Fs7d/0+HA3B/9DIJ9SvxL4z0=
1850022,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service IOT.",3.0.1006,203786,2025-02-25 00:00:00,2025-02-25 20:55:18.135586,Tencent Cloud SDK for Ruby - IOT,ruby,2025-02-25 20:55:17.140661,t,f,4,f,tencentcloud-sdk-iot-3.0.1006,"---
- Apache-2.0
",19456,"--- []
",>= 0,W8N1nKVQKXT8SPGtagDGjtkoixdbde77dHsZGrTSMpM=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-iot""",>= 0,,7c2308aae0a31528ebd8fbda90bec07a,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-iot-3.0.1006,J4lqufSEBj5XEk47wpyLXCN0VDbPa56EmVUob+BR9NI=
1850023,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service CIAM.",3.0.1006,207358,2025-02-25 00:00:00,2025-02-25 20:55:22.654981,Tencent Cloud SDK for Ruby - CIAM,ruby,2025-02-25 20:55:21.488981,t,f,4,f,tencentcloud-sdk-ciam-3.0.1006,"---
- Apache-2.0
",18944,"--- []
",>= 0,djAvGTv1ZmtlkM5yPqYEMe+NtXtQ2F130xtK490I6qM=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-ciam""",>= 0,,d30cf8c645431946f07847deed7e9d09,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-ciam-3.0.1006,RQsgUVLWOHq+QRaOsuO05ef7d08wm71F/rFfYgszeAs=
1850024,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service DBBRAIN.",3.0.1006,203809,2025-02-25 00:00:00,2025-02-25 20:55:25.525366,Tencent Cloud SDK for Ruby - DBBRAIN,ruby,2025-02-25 20:55:24.498177,t,f,4,f,tencentcloud-sdk-dbbrain-3.0.1006,"---
- Apache-2.0
",66560,"--- []
",>= 0,+D3G8PcQXrhVf596z/wk7tQNdOYqbTZvvmXdLtxkWRo=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-dbbrain""",>= 0,,90e9f42cc31d226c058f4f14d6ea3c60,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-dbbrain-3.0.1006,k880LEbjUQAg7kfcvdGRetib2L6DUKkJKHU+BVXGZHo=
1850025,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service ACP.",3.0.1006,207262,2025-02-25 00:00:00,2025-02-25 20:55:27.771256,Tencent Cloud SDK for Ruby - ACP,ruby,2025-02-25 20:55:27.016443,t,f,4,f,tencentcloud-sdk-acp-3.0.1006,"---
- Apache-2.0
",11264,"--- []
",>= 0,J5AXVIUwHijE0NqI9Uc5XCfr0f5/jSrxXDqJn+1RlU4=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-acp""",>= 0,,6481128480a40521099ca1421489a468,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-acp-3.0.1006,L9uiexraUq6vWlztglQLuvINEUy4+GbeHB4HO9CYTbQ=
1850026,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service ORGANIZATION.",3.0.1006,203832,2025-02-25 00:00:00,2025-02-25 20:55:30.52071,Tencent Cloud SDK for Ruby - ORGANIZATION,ruby,2025-02-25 20:55:29.590512,t,f,4,f,tencentcloud-sdk-organization-3.0.1006,"---
- Apache-2.0
",59392,"--- []
",>= 0,zOQ4UQiPzfdHQffzOTjRHGHs5/aRBxetsRy4g5rh1C8=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-organization""",>= 0,,57052058f9774131745e6f7bd0e30d00,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-organization-3.0.1006,xiCgwUr4CaI5rYotBUy53WkCOCxTDiZm/1rpMMn5r0Q=
1850027,Tencent Cloud,"Tencent Cloud Ruby SDK is the official software development kit, which allows Ruby developers to write software that makes use of Tencent Cloud service EIAM.",3.0.1006,203720,2025-02-25 00:00:00,2025-02-25 20:55:33.317609,Tencent Cloud SDK for Ruby - EIAM,ruby,2025-02-25 20:55:32.213477,t,f,4,f,tencentcloud-sdk-eiam-3.0.1006,"---
- Apache-2.0
",23552,"--- []
",>= 0,Q+94FXs3owCCtvYvalnRctTEKRrFZ4t3Du8N/diLB08=,"""changelog_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/blob/master/CHANGELOG.md"", ""source_code_uri""=>""https://github.com/TencentCloud/tencentcloud-sdk-ruby/tencentcloud-sdk-eiam""",>= 0,,3307dff3d0050a83211ae836d6e48258,,150749,3.0.1006,,160719,ruby,tencentcloud-sdk-eiam-3.0.1006,fooiG+kCJCnwbp1whaW7L8WLkHFsNNJJZXLHu+WqE9A=
